"ProteinGroup","ProteinName","Genes","UniprotID"
"Q9H4M3","FBX44_HUMAN","FBXO44","Q9H4M3"
"P05408","7B2_HUMAN","SCG5","P05408"
"Q9C000","NLRP1_HUMAN","NLRP1","Q9C000"
"P17213","BPI_HUMAN","BPI","P17213"
"P35269","T2FA_HUMAN","GTF2F1","P35269"
"O43566","RGS14_HUMAN","RGS14","O43566"
"O95050","INMT_HUMAN","INMT","O95050"
"P11940","PABP1_HUMAN","PABPC1","P11940"
"Q9BXD5","NPL_HUMAN","NPL","Q9BXD5"
"O43405","COCH_HUMAN","COCH","O43405"
"P68871","HBB_HUMAN","HBB","P68871"
"P02042","HBD_HUMAN","HBD","P02042"
"Q8WWC4","MAIP1_HUMAN","MAIP1","Q8WWC4"
"O00506;Q9Y6E0","STK24_HUMAN;STK25_HUMAN","STK24;STK25","Q9Y6E0;O00506"
"O95793;Q9NUL3","STAU1_HUMAN;STAU2_HUMAN","STAU1;STAU2","O95793;Q9NUL3"
"Q14314","FGL2_HUMAN","FGL2","Q14314"
"Q9BQ39;Q9NR30","DDX21_HUMAN;DDX50_HUMAN","DDX21;DDX50","Q9BQ39;Q9NR30"
"P62857","RS28_HUMAN","RPS28","P62857"
"P00973","OAS1_HUMAN","OAS1","P00973"
"Q8IUI8","CRLF3_HUMAN","CRLF3","Q8IUI8"
"Q32M78","ZN699_HUMAN","ZNF699","Q32M78"
"P42771","CDN2A_HUMAN","CDKN2A","P42772;P42771"
"O14715;P49792;Q99666","RBP2_HUMAN;RGPD5_HUMAN;RGPD8_HUMAN","RANBP2;RGPD6;RGPD8","Q99666;Q7Z3J3;P49792;O14715;A6NKT7"
"O00410;O60518","IPO5_HUMAN;RNBP6_HUMAN","IPO5;RANBP6","O60518;O00410"
"Q9BSH4","TACO1_HUMAN","TACO1","Q9BSH4"
"O75381","PEX14_HUMAN","PEX14","O75381"
"O43768","ENSA_HUMAN","ENSA","O43768"
"P48200","IREB2_HUMAN","IREB2","P48200"
"P62979;P62987","RL40_HUMAN;RS27A_HUMAN","RPS27A;UBA52","A0A2R8Y422;P0CG47;P62979;P0CG48;P62987"
"Q15843","NEDD8_HUMAN","NEDD8","Q15843"
"Q9Y4B6","DCAF1_HUMAN","DCAF1","Q9Y4B6"
"P49711","CTCF_HUMAN","CTCF","P49711"
"Q9BXT8","RNF17_HUMAN","RNF17","Q9BXT8"
"P07900;P08238;Q58FF6","H90B4_HUMAN;HS90A_HUMAN;HS90B_HUMAN","HSP90AA1;HSP90AB1;HSP90AB4P","P08238;Q58FG0;Q58FF7;P07900;Q58FF6"
"Q15392","DHC24_HUMAN","DHCR24","Q15392"
"Q99795","GPA33_HUMAN","GPA33","Q99795"
"P14923;P35222","CTNB1_HUMAN;PLAK_HUMAN","CTNNB1;JUP","P14923;P35222"
"O43414","ERI3_HUMAN","ERI3","O43414"
"O75122;Q7Z460","CLAP1_HUMAN;CLAP2_HUMAN","CLASP1;CLASP2","O75122;Q7Z460"
"O75954","TSN9_HUMAN","TSPAN9","O75954"
"Q6WKZ4","RFIP1_HUMAN","RAB11FIP1","Q6WKZ4"
"P25686","DNJB2_HUMAN","DNAJB2","P25686"
"Q05639","EF1A2_HUMAN","EEF1A2","Q05639"
"P05976","MYL1_HUMAN","MYL1","P05976;P08590"
"P35250","RFC2_HUMAN","RFC2","P35250"
"P08861","CEL3B_HUMAN","CELA3B","P08861"
"P35625","TIMP3_HUMAN","TIMP3","P35625"
"Q9ULC4","MCTS1_HUMAN","MCTS1","Q9ULC4"
"Q9BV81","EMC6_HUMAN","EMC6","Q9BV81"
"Q9H4A3","WNK1_HUMAN","WNK1","Q9H4A3"
"P23497","SP100_HUMAN","SP100","P23497"
"O95758;P26599","PTBP1_HUMAN;PTBP3_HUMAN","PTBP1;PTBP3","O95758;P26599"
"Q8NFH4","NUP37_HUMAN","NUP37","Q8NFH4"
"Q08170","SRSF4_HUMAN","SRSF4","Q08170"
"Q9NZN8","CNOT2_HUMAN","CNOT2","Q9NZN8"
"P78310","CXAR_HUMAN","CXADR","P78310"
"Q9H1H9","KI13A_HUMAN","KIF13A","Q9H1H9"
"P17900","SAP3_HUMAN","GM2A","P17900"
"Q9GZZ9","UBA5_HUMAN","UBA5","Q9GZZ9"
"P53367","ARFP1_HUMAN","ARFIP1","P53367"
"P61956","SUMO2_HUMAN","SUMO2","P61956"
"P37840","SYUA_HUMAN","SNCA","Q16143;P37840"
"P37840","SYUA_HUMAN","SNCA","P37840"
"A1X283;Q5TCZ1","SPD2A_HUMAN;SPD2B_HUMAN","SH3PXD2A;SH3PXD2B","Q5TCZ1;A1X283"
"Q9H4A5;Q9H4A6","GLP3L_HUMAN;GOLP3_HUMAN","GOLPH3;GOLPH3L","Q9H4A6;Q9H4A5"
"Q9NQ79","CRAC1_HUMAN","CRTAC1","Q9NQ79"
"P61019;Q8WUD1","RAB2A_HUMAN;RAB2B_HUMAN","RAB2A;RAB2B","Q8WUD1;P61019"
"Q8IWU2","LMTK2_HUMAN","LMTK2","Q8IWU2"
"P21796","VDAC1_HUMAN","VDAC1","P21796"
"Q16625","OCLN_HUMAN","OCLN","Q16625"
"Q86X83","COMD2_HUMAN","COMMD2","Q86X83"
"Q6FI81","CPIN1_HUMAN","CIAPIN1","Q6FI81"
"Q9Y4E8","UBP15_HUMAN","USP15","Q9Y4E8"
"Q09013","DMPK_HUMAN","DMPK","Q09013"
"Q9NX55","HYPK_HUMAN","HYPK","Q9NX55"
"Q9NPR9","GP108_HUMAN","GPR108","Q9NPR9"
"P13984","T2FB_HUMAN","GTF2F2","P13984"
"O14931","NCTR3_HUMAN","NCR3","O14931"
"Q9H488","OFUT1_HUMAN","POFUT1","Q9H488"
"Q96HP0;Q96N67","DOCK6_HUMAN;DOCK7_HUMAN","DOCK6;DOCK7","Q96N67;Q96HP0"
"P80217","IN35_HUMAN","IFI35","P80217"
"P19652","A1AG2_HUMAN","ORM2","P19652"
"Q9NQZ6","ZC4H2_HUMAN","ZC4H2","Q9NQZ6"
"Q687X5","STEA4_HUMAN","STEAP4","Q687X5"
"P53990","IST1_HUMAN","IST1","P53990"
"Q70UQ0","IKIP_HUMAN","IKBIP","Q70UQ0"
"P84243","H33_HUMAN","H3-3B","Q16695;Q71DI3;P84243;P68431"
"O60888","CUTA_HUMAN","CUTA","O60888"
"P42830","CXCL5_HUMAN","CXCL5","P42830"
"P20815","CP3A5_HUMAN","CYP3A5","P20815"
"Q9H160","ING2_HUMAN","ING2","Q9H160"
"Q6NUK4","REEP3_HUMAN","REEP3","Q6NUK4"
"O15270","SPTC2_HUMAN","SPTLC2","O15270"
"P38117","ETFB_HUMAN","ETFB","P38117"
"Q03135","CAV1_HUMAN","CAV1","Q03135;P56539"
"P54762","EPHB1_HUMAN","EPHB1","P54762"
"Q9NQX4","MYO5C_HUMAN","MYO5C","Q9NQX4"
"Q3L8U1;Q9HCK8;Q9P2D1","CHD7_HUMAN;CHD8_HUMAN;CHD9_HUMAN","CHD7;CHD8;CHD9","Q9HCK8;Q9P2D1;Q3L8U1"
"Q9P2Y5","UVRAG_HUMAN","UVRAG","Q9P2Y5"
"O75665","OFD1_HUMAN","OFD1","O75665"
"Q9Y496","KIF3A_HUMAN","KIF3A","Q9Y496"
"O43865","SAHH2_HUMAN","AHCYL1","O43865"
"Q15555","MARE2_HUMAN","MAPRE2","Q15555"
"P47985","UCRI_HUMAN","UQCRFS1","P47985"
"Q9Y2D4","EXC6B_HUMAN","EXOC6B","Q9Y2D4"
"Q9H2K8","TAOK3_HUMAN","TAOK3","Q9H2K8"
"Q96NY8","NECT4_HUMAN","NECTIN4","Q96NY8"
"P10114;P61225;Q9Y3L5","RAP2A_HUMAN;RAP2B_HUMAN;RAP2C_HUMAN","RAP2A;RAP2B;RAP2C","P10114;P61225;Q9Y3L5"
"Q9Y3D0","CIA2B_HUMAN","CIAO2B","Q9Y3D0"
"Q9NR31","SAR1A_HUMAN","SAR1A","Q9NR31"
"P08238;P14625","ENPL_HUMAN;HS90B_HUMAN","HSP90AB1;HSP90B1","P08238;P14625;Q1CUU4;Q9ZMM2"
"P07900","HS90A_HUMAN","HSP90AA1","Q14568;P07900"
"Q9NUJ3","T11L1_HUMAN","TCP11L1","Q9NUJ3"
"P50851;Q8NFP9","LRBA_HUMAN;NBEA_HUMAN","LRBA;NBEA","P50851;Q8NFP9"
"P78537","BL1S1_HUMAN","BLOC1S1","P78537"
"Q9BTV4","TMM43_HUMAN","TMEM43","Q9BTV4"
"Q8IZP0;Q9NYB9","ABI1_HUMAN;ABI2_HUMAN","ABI1;ABI2","Q9NYB9;Q8IZP0"
"Q9P2A4","ABI3_HUMAN","ABI3","Q9P2A4"
"P12104","FABPI_HUMAN","FABP2","P12104"
"Q9BV20","MTNA_HUMAN","MRI1","Q9BV20"
"Q10471","GALT2_HUMAN","GALNT2","Q10471"
"Q96MX6","DAA10_HUMAN","DNAAF10","Q96MX6"
"P35558;Q16822","PCKGC_HUMAN;PCKGM_HUMAN","PCK1;PCK2","P35558;Q16822"
"Q14289","FAK2_HUMAN","PTK2B","Q14289"
"O25722","FTSK_HELPY","ftsK","Q9ZM87;O25722"
"O14495","PLPP3_HUMAN","PLPP3","O14495"
"P08603;Q03591","CFAH_HUMAN;FHR1_HUMAN","CFH;CFHR1","Q03591;P08603"
"Q99983","OMD_HUMAN","OMD","Q99983"
"Q9H3Z4","DNJC5_HUMAN","DNAJC5","Q9H3Z4"
"O60938","KERA_HUMAN","KERA","O60938"
"O43715","TRIA1_HUMAN","TRIAP1","O43715"
"P27658","CO8A1_HUMAN","COL8A1","P27658"
"Q8N2H4","SYS1_HUMAN","SYS1","Q8N2H4"
"Q15139","KPCD1_HUMAN","PRKD1","Q15139"
"O60502","OGA_HUMAN","OGA","O60502"
"Q9NUQ7","UFSP2_HUMAN","UFSP2","Q9NUQ7"
"O60814;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879","H2B1C_HUMAN;H2B1D_HUMAN;H2B1H_HUMAN;H2B1K_HUMAN;H2B1M_HUMAN;H2B1N_HUMAN;H2B2F_HUMAN","H2BC10;H2BC12;H2BC14;H2BC15;H2BC18;H2BC5;H2BC9","P23527;P33778;P62807;Q99877;O60814;Q16778;Q99880;Q93079;P57053;Q5QNW6;Q96A08;P06899;P58876;Q99879"
"Q8TC12","RDH11_HUMAN","RDH11","Q8TC12"
"P29218","IMPA1_HUMAN","IMPA1","P29218"
"P57721;Q15365;Q15366","PCBP1_HUMAN;PCBP2_HUMAN;PCBP3_HUMAN","PCBP1;PCBP2;PCBP3","Q15366;P57721;Q15365"
"P00533","EGFR_HUMAN","EGFR","P00533"
"O60884","DNJA2_HUMAN","DNAJA2","O60884"
"P22392","NDKB_HUMAN","NME2","P22392"
"Q96MT4","CF195_HUMAN","LINC01600","Q96MT4"
"P50570;Q05193;Q9UQ16","DYN1_HUMAN;DYN2_HUMAN;DYN3_HUMAN","DNM1;DNM2;DNM3","Q9UQ16;P50570;Q05193"
"Q8IYI6","EXOC8_HUMAN","EXOC8","Q8IYI6"
"P57077","M3KCL_HUMAN","MAP3K7CL","P57077"
"O94808;Q06210","GFPT1_HUMAN;GFPT2_HUMAN","GFPT1;GFPT2","Q06210;O94808"
"P82970","HMGN5_HUMAN","HMGN5","P82970"
"P04350;P68371","TBB4A_HUMAN;TBB4B_HUMAN","TUBB4A;TUBB4B","P04350;P68371"
"P68371","TBB4B_HUMAN","TUBB4B","P04350;P68371"
"Q9ZKM3","FTSA_HELPJ","ftsA","Q9ZKM3"
"A0A075B6H7","KV37_HUMAN","IGKV3-7","A0A075B6H7"
"Q9Y6M1","IF2B2_HUMAN","IGF2BP2","Q9Y6M1"
"O94913","PCF11_HUMAN","PCF11","O94913"
"Q6SZW1","SARM1_HUMAN","SARM1","Q6SZW1"
"Q14244","MAP7_HUMAN","MAP7","Q14244"
"Q6UXB3","LYPD2_HUMAN","LYPD2","Q6UXB3"
"P20674","COX5A_HUMAN","COX5A","P20674"
"Q6UVY6","MOXD1_HUMAN","MOXD1","Q6UVY6"
"P04899;P08754;P63096","GNAI1_HUMAN;GNAI2_HUMAN;GNAI3_HUMAN","GNAI1;GNAI2;GNAI3","P08754;P63096;P04899"
"P26038;P35241","MOES_HUMAN;RADI_HUMAN","MSN;RDX","P26038;P35241"
"Q8N5N7","RM50_HUMAN","MRPL50","Q8N5N7"
"P46778","RL21_HUMAN","RPL21","P46778"
"P0CG39","POTEJ_HUMAN","POTEJ","P0CG39"
"P60709;P63261","ACTB_HUMAN;ACTG_HUMAN","ACTB;ACTG1","P60709;Q6S8J3;P63261"
"Q8TCU4","ALMS1_HUMAN","ALMS1","Q8TCU4"
"O60256;Q14558","KPRA_HUMAN;KPRB_HUMAN","PRPSAP1;PRPSAP2","Q14558;O60256"
"Q9UEE9","CFDP1_HUMAN","CFDP1","Q9UEE9"
"P55036","PSMD4_HUMAN","PSMD4","A2A3N6;P55036"
"P01876;P01877","IGHA1_HUMAN;IGHA2_HUMAN","IGHA1;IGHA2","P01876;P01877"
"Q5W0V3","FHI2A_HUMAN","FHIP2A","Q5W0V3;Q86V87"
"Q9NR34","MA1C1_HUMAN","MAN1C1","Q9NR34"
"P56385","ATP5I_HUMAN","ATP5ME","P56385"
"Q92581","SL9A6_HUMAN","SLC9A6","Q92581"
"Q5RKV6","EXOS6_HUMAN","EXOSC6","Q5RKV6"
"P30046","DOPD_HUMAN","DDT","P30046;A6NHG4"
"P30046","DOPD_HUMAN","DDT","P30046"
"O75436","VP26A_HUMAN","VPS26A","O75436"
"P11277;Q01082","SPTB1_HUMAN;SPTB2_HUMAN","SPTB;SPTBN1","Q01082;P11277"
"Q9NVP1","DDX18_HUMAN","DDX18","Q9NVP1"
"Q9UBF2;Q9Y678","COPG1_HUMAN;COPG2_HUMAN","COPG1;COPG2","Q9UBF2;Q9Y678"
"Q9UHA4","LTOR3_HUMAN","LAMTOR3","Q9UHA4"
"Q7L9L4;Q9H8S9","MOB1A_HUMAN;MOB1B_HUMAN","MOB1A;MOB1B","Q9H8S9;Q7L9L4"
"P60842;Q14240","IF4A1_HUMAN;IF4A2_HUMAN","EIF4A1;EIF4A2","P60842;Q14240"
"Q9BRJ6","CG050_HUMAN","C7orf50","Q9BRJ6"
"Q6P4E1","GOLM2_HUMAN","GOLM2","Q6P4E1"
"Q9HBH5","RDH14_HUMAN","RDH14","Q9HBH5"
"O00584","RNT2_HUMAN","RNASET2","O00584"
"P18859","ATP5J_HUMAN","ATP5PF","P18859"
"P25391","LAMA1_HUMAN","LAMA1","P25391"
"P67775","PP2AA_HUMAN","PPP2CA","P67775"
"P62714","PP2AB_HUMAN","PPP2CB","P62714"
"O60879","DIAP2_HUMAN","DIAPH2","O60879"
"Q9H4X1","RGCC_HUMAN","RGCC","Q9H4X1"
"P30533","AMRP_HUMAN","LRPAP1","P30533"
"Q9UMX5","NENF_HUMAN","NENF","Q9UMX5"
"Q6IPR1","ETFR1_HUMAN","ETFRF1","Q6IPR1"
"O95490","AGRL2_HUMAN","ADGRL2","O95490"
"Q9H9Q2","CSN7B_HUMAN","COPS7B","Q9H9Q2"
"Q6WKZ4;Q7L804","RFIP1_HUMAN;RFIP2_HUMAN","RAB11FIP1;RAB11FIP2","Q7L804;Q6WKZ4"
"Q9UKK9","NUDT5_HUMAN","NUDT5","Q9UKK9"
"P68036","UB2L3_HUMAN","UBE2L3","A0A1B0GUS4;P68036"
"Q9Y2L5","TPPC8_HUMAN","TRAPPC8","Q9Y2L5"
"P09496","CLCA_HUMAN","CLTA","P09496"
"Q02750","MP2K1_HUMAN","MAP2K1","Q02750"
"Q14155","ARHG7_HUMAN","ARHGEF7","Q14155"
"Q5EBL4","RIPL1_HUMAN","RILPL1","Q5EBL4"
"P10643;Q12884","CO7_HUMAN;SEPR_HUMAN","C7;FAP","Q12884;P10643"
"P22676","CALB2_HUMAN","CALB2","P22676"
"Q9Y228","T3JAM_HUMAN","TRAF3IP3","Q9Y228"
"Q96PP8","GBP5_HUMAN","GBP5","Q96PP8"
"P62910","RL32_HUMAN","RPL32","P62910"
"Q9Y6G5","COMDA_HUMAN","COMMD10","Q9Y6G5"
"P06732","KCRM_HUMAN","CKM","P06732"
"P35249","RFC4_HUMAN","RFC4","P35249"
"O96008","TOM40_HUMAN","TOMM40","O96008"
"Q9H8H3","MET7A_HUMAN","METTL7A","Q9H8H3"
"A4D1P6","WDR91_HUMAN","WDR91","A4D1P6"
"Q08AF3","SLFN5_HUMAN","SLFN5","Q68D06;Q7Z7L1;Q08AF3"
"P00325;P00326;P07327","ADH1A_HUMAN;ADH1B_HUMAN;ADH1G_HUMAN","ADH1A;ADH1B;ADH1C","P00325;P07327;P00326"
"P02794","FRIH_HUMAN","FTH1","P02794"
"O95081","AGFG2_HUMAN","AGFG2","O95081"
"Q9HCU0","CD248_HUMAN","CD248","Q9HCU0"
"P30536","TSPO_HUMAN","TSPO","P30536"
"P53582","MAP11_HUMAN","METAP1","P53582"
"Q8WXI7","MUC16_HUMAN","MUC16","Q8WXI7"
"P39656","OST48_HUMAN","DDOST","P39656"
"P27482","CALL3_HUMAN","CALML3","P0DP23;P27482;P0DP24;P02585;P0DP25"
"Q01469","FABP5_HUMAN","FABP5","Q01469"
"P07900;Q14568","HS902_HUMAN;HS90A_HUMAN","HSP90AA1;HSP90AA2P","Q14568;P07900"
"Q06828","FMOD_HUMAN","FMOD","Q06828"
"P07585;P21810","PGS1_HUMAN;PGS2_HUMAN","BGN;DCN","P21810;P07585"
"Q14832","GRM3_HUMAN","GRM3","Q14832"
"Q16568","CART_HUMAN","CARTPT","Q16568"
"Q92585","MAML1_HUMAN","MAML1","Q92585"
"P36542","ATPG_HUMAN","ATP5F1C","P36542"
"Q8N6N7","ACBD7_HUMAN","ACBD7","Q8N6N7"
"Q9Y235","ABEC2_HUMAN","APOBEC2","Q9Y235"
"O43184","ADA12_HUMAN","ADAM12","O43184"
"P11388;Q02880","TOP2A_HUMAN;TOP2B_HUMAN","TOP2A;TOP2B","Q02880;P11388"
"Q9Y371","SHLB1_HUMAN","SH3GLB1","Q9Y371"
"A6NDU8","CE051_HUMAN","C5orf51","A6NDU8"
"P08238;P14625","ENPL_HUMAN;HS90B_HUMAN","HSP90AB1;HSP90B1","P08238;P14625"
"Q03518","TAP1_HUMAN","TAP1","Q03518"
"P48059;Q7Z4I7","LIMS1_HUMAN;LIMS2_HUMAN","LIMS1;LIMS2","P48059;Q7Z4I7"
"Q8IWX8","CHERP_HUMAN","CHERP","Q8IWX8"
"Q8N5H7","SH2D3_HUMAN","SH2D3C","Q8N5H7"
"O95817","BAG3_HUMAN","BAG3","O95817"
"Q00266","METK1_HUMAN","MAT1A","Q00266"
"O95271","TNKS1_HUMAN","TNKS","O95271"
"O75487;Q9Y625","GPC4_HUMAN;GPC6_HUMAN","GPC4;GPC6","Q9Y625;O75487"
"Q96AJ9","VTI1A_HUMAN","VTI1A","Q96AJ9"
"P00734","THRB_HUMAN","F2","P00734"
"P55056","APOC4_HUMAN","APOC4","P55056"
"Q96JB2","COG3_HUMAN","COG3","Q96JB2"
"Q5TFE4","NT5D1_HUMAN","NT5DC1","Q5TFE4"
"Q13177","PAK2_HUMAN","PAK2","O75914;Q13177"
"P23297","S10A1_HUMAN","S100A1","P23297"
"P46781","RS9_HUMAN","RPS9","P46781"
"Q86XX4","FRAS1_HUMAN","FRAS1","Q86XX4"
"O14950;P19105","ML12A_HUMAN;ML12B_HUMAN","MYL12A;MYL12B","P19105;O14950"
"P24844","MYL9_HUMAN","MYL9","P24844"
"Q96C90","PP14B_HUMAN","PPP1R14B","Q96C90"
"P16671","CD36_HUMAN","CD36","P16671"
"P60602","ROMO1_HUMAN","ROMO1","P60602"
"O60941","DTNB_HUMAN","DTNB","O60941"
"P62837","UB2D2_HUMAN","UBE2D2","P62837"
"P51178","PLCD1_HUMAN","PLCD1","P51178"
"Q96HD9","ACY3_HUMAN","ACY3","Q96HD9"
"P48960","AGRE5_HUMAN","ADGRE5","P48960"
"Q9BY77","PDIP3_HUMAN","POLDIP3","Q9BY77"
"Q8N4U5","T11L2_HUMAN","TCP11L2","Q8N4U5"
"P51531;P51532","SMCA2_HUMAN;SMCA4_HUMAN","SMARCA2;SMARCA4","P51532;P51531"
"P62879;Q9HAV0","GBB2_HUMAN;GBB4_HUMAN","GNB2;GNB4","Q9HAV0;P62879"
"Q8WUA8","TSK_HUMAN","TSKU","Q8WUA8"
"Q9BRR9","RHG09_HUMAN","ARHGAP9","Q9BRR9"
"P29034","S10A2_HUMAN","S100A2","P29034"
"Q8N9N7","LRC57_HUMAN","LRRC57","Q8N9N7"
"Q9BVP2","GNL3_HUMAN","GNL3","Q9BVP2"
"Q8N386","LRC25_HUMAN","LRRC25","Q8N386"
"Q96S59","RANB9_HUMAN","RANBP9","Q96S59"
"Q14789;Q9NZW5","GOGB1_HUMAN;PALS2_HUMAN","GOLGB1;PALS2","Q14789;Q9NZW5"
"P14136","GFAP_HUMAN","GFAP","P14136"
"Q03164","KMT2A_HUMAN","KMT2A","Q03164"
"O15127","SCAM2_HUMAN","SCAMP2","O15127"
"Q7L0Y3","TM10C_HUMAN","TRMT10C","Q7L0Y3"
"Q9H4E7","DEFI6_HUMAN","DEF6","Q9H4E7"
"P36404","ARL2_HUMAN","ARL2","P36404"
"Q9P2X0","DPM3_HUMAN","DPM3","Q9P2X0"
"Q96BW1","UPP_HUMAN","UPRT","Q96BW1"
"P33176","KINH_HUMAN","KIF5B","P33176;Q12840;O60282"
"P19320","VCAM1_HUMAN","VCAM1","P19320"
"Q96DE0","NUD16_HUMAN","NUDT16","Q96DE0"
"P16520","GBB3_HUMAN","GNB3","P16520"
"Q9ULP9","TBC24_HUMAN","TBC1D24","Q9ULP9"
"P61077","UB2D3_HUMAN","UBE2D3","P61077"
"Q5JSH3","WDR44_HUMAN","WDR44","Q5JSH3"
"Q9NVG8","TBC13_HUMAN","TBC1D13","Q9NVG8"
"Q9BTE6","AASD1_HUMAN","AARSD1","Q9BTE6"
"Q8TF66","LRC15_HUMAN","LRRC15","Q8TF66"
"Q9HAT2","SIAE_HUMAN","SIAE","Q9HAT2"
"O75683","SURF6_HUMAN","SURF6","O75683"
"Q6NW29","RWDD4_HUMAN","RWDD4","Q6NW29"
"Q9BU02","THTPA_HUMAN","THTPA","Q9BU02"
"P55899","FCGRN_HUMAN","FCGRT","P55899"
"Q9ZMV8","FLAB_HELPJ","flaB","Q9ZMV8;Q07911"
"P29373","RABP2_HUMAN","CRABP2","P29373"
"O15178","TBXT_HUMAN","TBXT","O15178"
"P80188","NGAL_HUMAN","LCN2","P80188"
"Q96T68","SETB2_HUMAN","SETDB2","Q96T68"
"Q10469","MGAT2_HUMAN","MGAT2","Q10469"
"Q9NSI6","BRWD1_HUMAN","BRWD1","Q9NSI6"
"Q92979","NEP1_HUMAN","EMG1","Q92979"
"O43169","CYB5B_HUMAN","CYB5B","O43169"
"O00585","CCL21_HUMAN","CCL21","O00585"
"Q5BJF2","SGMR2_HUMAN","TMEM97","Q5BJF2"
"P32121","ARRB2_HUMAN","ARRB2","P32121"
"Q9ULA0","DNPEP_HUMAN","DNPEP","Q9ULA0"
"Q8IVD9","NUDC3_HUMAN","NUDCD3","Q8IVD9"
"O15305","PMM2_HUMAN","PMM2","O15305"
"P30085","KCY_HUMAN","CMPK1","P30085"
"Q86VH2","KIF27_HUMAN","KIF27","Q86VH2"
"P17936","IBP3_HUMAN","IGFBP3","P17936"
"P38398","BRCA1_HUMAN","BRCA1","P38398"
"Q6NSW5;Q8TCE6","DE10B_HUMAN;DEN10_HUMAN","DENND10;DENND10P1","Q6NSW5;Q8TCE6"
"P62899","RL31_HUMAN","RPL31","P62899"
"Q9NY27","PP4R2_HUMAN","PPP4R2","Q9NY27"
"Q9H936","GHC1_HUMAN","SLC25A22","Q9H936"
"Q9NX62","IMPA3_HUMAN","BPNT2","Q9NX62"
"O43505","B4GA1_HUMAN","B4GAT1","O43505"
"O95379","TFIP8_HUMAN","TNFAIP8","O95379"
"Q96JJ7","TMX3_HUMAN","TMX3","Q96JJ7"
"Q9H223;Q9NZN3;Q9NZN4","EHD2_HUMAN;EHD3_HUMAN;EHD4_HUMAN","EHD2;EHD3;EHD4","Q9NZN3;Q9H223;Q9NZN4"
"P27348;P31946;P63104","1433B_HUMAN;1433T_HUMAN;1433Z_HUMAN","YWHAB;YWHAQ;YWHAZ","P31946;P27348;P63104"
"P17568","NDUB7_HUMAN","NDUFB7","P17568"
"O60547","GMDS_HUMAN","GMDS","O60547"
"Q9H0U3","MAGT1_HUMAN","MAGT1","Q9H0U3"
"Q8IXM3","RM41_HUMAN","MRPL41","Q8IXM3"
"Q96EK5","KBP_HUMAN","KIFBP","Q96EK5"
"Q96GM8","TOE1_HUMAN","TOE1","Q96GM8"
"O00167","EYA2_HUMAN","EYA2","O00167"
"Q5T9A4;Q9NVI7","ATD3A_HUMAN;ATD3B_HUMAN","ATAD3A;ATAD3B","Q5T9A4;Q9NVI7"
"P14209","CD99_HUMAN","CD99","P14209"
"Q92600","CNOT9_HUMAN","CNOT9","Q92600"
"Q13158","FADD_HUMAN","FADD","Q13158"
"Q14739","LBR_HUMAN","LBR","Q14739"
"Q9NQ38","ISK5_HUMAN","SPINK5","Q9NQ38"
"Q14839","CHD4_HUMAN","CHD4","Q8TDI0;Q14839"
"Q96MC4","C295L_HUMAN","CEP295NL","Q96MC4"
"Q96BS2","CHP3_HUMAN","TESC","Q96BS2"
"P31151;Q86SG5","S10A7_HUMAN;S1A7A_HUMAN","S100A7;S100A7A","P31151;Q86SG5"
"Q5SY68","S1A7B_HUMAN","S100A7L2","Q5SY68"
"P23919","KTHY_HUMAN","DTYMK","P23919"
"Q8IZH2","XRN1_HUMAN","XRN1","Q8IZH2"
"Q8IY18","SMC5_HUMAN","SMC5","Q8IY18"
"Q9H061","T126A_HUMAN","TMEM126A","Q9H061"
"Q92823","NRCAM_HUMAN","NRCAM","Q92823"
"Q9P0J0","NDUAD_HUMAN","NDUFA13","Q9P0J0"
"Q9BYD2","RM09_HUMAN","MRPL9","Q9BYD2"
"Q14002","CEAM7_HUMAN","CEACAM7","Q14002"
"O96019","ACL6A_HUMAN","ACTL6A","O96019"
"Q9H3P2","NELFA_HUMAN","NELFA","Q9H3P2"
"P15311;P35241","EZRI_HUMAN;RADI_HUMAN","EZR;RDX","P15311;P35241"
"Q10589","BST2_HUMAN","BST2","Q10589"
"P63208","SKP1_HUMAN","SKP1","P63208"
"P51610","HCFC1_HUMAN","HCFC1","P51610"
"Q9GZS3","WDR61_HUMAN","WDR61","Q9GZS3"
"Q93062","RBPMS_HUMAN","RBPMS","Q93062"
"O75911","DHRS3_HUMAN","DHRS3","O75911"
"Q15286","RAB35_HUMAN","RAB35","Q15286"
"Q8IZV5","RDH10_HUMAN","RDH10","Q8IZV5"
"Q1HG44","DOXA2_HUMAN","DUOXA2","Q1HG44"
"P33908","MA1A1_HUMAN","MAN1A1","P33908"
"Q96AB3","ISOC2_HUMAN","ISOC2","Q96AB3"
"O00217","NDUS8_HUMAN","NDUFS8","O00217"
"P51151","RAB9A_HUMAN","RAB9A","P51151"
"P17174","AATC_HUMAN","GOT1","P17174"
"Q8NCW5","NNRE_HUMAN","NAXE","Q8NCW5"
"Q9Y262","EIF3L_HUMAN","EIF3L","Q9Y262"
"P35659","DEK_HUMAN","DEK","P35659"
"P01033","TIMP1_HUMAN","TIMP1","P01033"
"Q9H0I2","ENKD1_HUMAN","ENKD1","Q9H0I2"
"Q9UHD2","TBK1_HUMAN","TBK1","Q9UHD2"
"Q8IWB9","TEX2_HUMAN","TEX2","Q8IWB9"
"Q32P28","P3H1_HUMAN","P3H1","Q8IVL5;Q32P28"
